# topo=star: 設計の選択ごと・娘 n 枚。値は不確かな角の最悪
plan | design | n | Zpk(20k-3M) Ω @f | worst corner | Zpk(100-20k) Ω @f | Z@200k Ω | Zmax(200k-1M) @f | Tpk(1k-3M) @f | T@200k | Tmax(200k-1M) @f
3 | +100µ ESR 0.3 / Rser 0.33 | 3 | 0.427 @133k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.487 @12k | 0.354 | 0.335 @211k | 1.09 @106k | 0.767 | 0.725 @211k
3 | +100µ ESR 0.3 / Rser 0.33 | 4 | 0.429 @133k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.485 @11k | 0.355 | 0.336 @211k | 1.09 @106k | 0.767 | 0.725 @211k
3 | +100µ ESR 0.3 / Rser 0.5 | 1 | 0.596 @21k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.657 @12k | 0.310 | 0.295 @211k | 1.00 @1k | 0.514 | 0.486 @211k
3 | +100µ ESR 0.3 / Rser 0.5 | 2 | 0.590 @21k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.655 @12k | 0.310 | 0.295 @211k | 1.00 @1k | 0.514 | 0.486 @211k
3 | +100µ ESR 0.3 / Rser 0.5 | 3 | 0.584 @21k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.653 @11k | 0.311 | 0.296 @211k | 1.00 @1k | 0.514 | 0.486 @211k
3 | +100µ ESR 0.3 / Rser 0.5 | 4 | 0.578 @21k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.651 @11k | 0.311 | 0.296 @211k | 1.00 @1k | 0.514 | 0.486 @211k
3 | +220µ ESR 0.02 / Rser 0.05 | 1 | 1.280 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.167 @4k | 0.855 | 0.840 @211k | 4.85 @168k | 3.974 | 3.751 @211k
3 | +220µ ESR 0.02 / Rser 0.05 | 2 | 1.325 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.167 @4k | 0.877 | 0.870 @211k | 4.85 @168k | 3.974 | 3.751 @211k
3 | +220µ ESR 0.02 / Rser 0.05 | 3 | 1.358 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.166 @4k | 0.895 | 0.892 @211k | 4.85 @168k | 3.974 | 3.751 @211k
3 | +220µ ESR 0.02 / Rser 0.05 | 4 | 1.382 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.166 @4k | 0.909 | 0.908 @211k | 4.85 @168k | 3.974 | 3.751 @211k
3 | +220µ ESR 0.02 / Rser 0.1 | 1 | 0.826 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.216 @4k | 0.608 | 0.561 @211k | 2.78 @158k | 2.283 | 2.159 @211k
3 | +220µ ESR 0.02 / Rser 0.1 | 2 | 0.835 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.216 @4k | 0.611 | 0.567 @211k | 2.78 @158k | 2.283 | 2.159 @211k
3 | +220µ ESR 0.02 / Rser 0.1 | 3 | 0.843 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.216 @4k | 0.613 | 0.572 @211k | 2.78 @158k | 2.283 | 2.159 @211k
3 | +220µ ESR 0.02 / Rser 0.1 | 4 | 0.850 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.215 @3k | 0.615 | 0.577 @211k | 2.78 @158k | 2.283 | 2.159 @211k
3 | +220µ ESR 0.02 / Rser 0.15 | 1 | 0.634 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.266 @4k | 0.517 | 0.466 @211k | 1.98 @158k | 1.598 | 1.511 @211k
3 | +220µ ESR 0.02 / Rser 0.15 | 2 | 0.637 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.266 @4k | 0.518 | 0.467 @211k | 1.98 @158k | 1.598 | 1.511 @211k
3 | +220µ ESR 0.02 / Rser 0.15 | 3 | 0.640 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.265 @3k | 0.520 | 0.468 @211k | 1.98 @158k | 1.598 | 1.511 @211k
3 | +220µ ESR 0.02 / Rser 0.15 | 4 | 0.643 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.265 @3k | 0.521 | 0.468 @211k | 1.98 @158k | 1.598 | 1.511 @211k
3 | +220µ ESR 0.02 / Rser 0.2 | 1 | 0.537 @158k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.316 @4k | 0.453 | 0.418 @211k | 1.56 @150k | 1.228 | 1.162 @211k
3 | +220µ ESR 0.02 / Rser 0.2 | 2 | 0.539 @158k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.315 @3k | 0.454 | 0.419 @211k | 1.56 @150k | 1.228 | 1.162 @211k
3 | +220µ ESR 0.02 / Rser 0.2 | 3 | 0.540 @158k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.315 @3k | 0.455 | 0.419 @211k | 1.56 @150k | 1.228 | 1.162 @211k
3 | +220µ ESR 0.02 / Rser 0.2 | 4 | 0.540 @158k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.315 @3k | 0.456 | 0.420 @211k | 1.56 @150k | 1.228 | 1.162 @211k
3 | +220µ ESR 0.02 / Rser 0.33 | 1 | 0.444 @133k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.445 @3k | 0.363 | 0.343 @211k | 1.09 @106k | 0.767 | 0.725 @211k
3 | +220µ ESR 0.02 / Rser 0.33 | 2 | 0.444 @133k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.445 @3k | 0.364 | 0.343 @211k | 1.09 @106k | 0.767 | 0.725 @211k
3 | +220µ ESR 0.02 / Rser 0.33 | 3 | 0.444 @133k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.445 @3k | 0.364 | 0.344 @211k | 1.09 @106k | 0.767 | 0.725 @211k
3 | +220µ ESR 0.02 / Rser 0.33 | 4 | 0.444 @133k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.444 @3k | 0.364 | 0.344 @211k | 1.09 @106k | 0.767 | 0.725 @211k
3 | +220µ ESR 0.02 / Rser 0.5 | 1 | 0.519 @21k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.615 @3k | 0.316 | 0.300 @211k | 1.00 @1k | 0.514 | 0.486 @211k
3 | +220µ ESR 0.02 / Rser 0.5 | 2 | 0.519 @21k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.614 @3k | 0.316 | 0.300 @211k | 1.00 @1k | 0.514 | 0.486 @211k
3 | +220µ ESR 0.02 / Rser 0.5 | 3 | 0.518 @21k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.614 @3k | 0.316 | 0.300 @211k | 1.00 @1k | 0.514 | 0.486 @211k
3 | +220µ ESR 0.02 / Rser 0.5 | 4 | 0.518 @21k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.614 @3k | 0.316 | 0.300 @211k | 1.00 @1k | 0.514 | 0.486 @211k
3 | +220µ ESR 0.1 / Rser 0.05 | 1 | 1.051 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.160 @0k | 0.715 | 0.713 @211k | 4.85 @168k | 3.974 | 3.751 @211k
3 | +220µ ESR 0.1 / Rser 0.05 | 2 | 1.177 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.160 @0k | 0.777 | 0.785 @211k | 4.85 @168k | 3.974 | 3.751 @211k
3 | +220µ ESR 0.1 / Rser 0.05 | 3 | 1.255 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.160 @0k | 0.826 | 0.831 @211k | 4.85 @168k | 3.974 | 3.751 @211k
3 | +220µ ESR 0.1 / Rser 0.05 | 4 | 1.307 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.160 @0k | 0.859 | 0.863 @211k | 4.85 @168k | 3.974 | 3.751 @211k
3 | +220µ ESR 0.1 / Rser 0.1 | 1 | 0.729 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.210 @0k | 0.585 | 0.516 @211k | 2.78 @158k | 2.283 | 2.159 @211k
3 | +220µ ESR 0.1 / Rser 0.1 | 2 | 0.764 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.210 @0k | 0.586 | 0.524 @211k | 2.78 @158k | 2.283 | 2.159 @211k
3 | +220µ ESR 0.1 / Rser 0.1 | 3 | 0.788 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.210 @0k | 0.590 | 0.539 @211k | 2.78 @158k | 2.283 | 2.159 @211k
3 | +220µ ESR 0.1 / Rser 0.1 | 4 | 0.806 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.210 @0k | 0.594 | 0.550 @211k | 2.78 @158k | 2.283 | 2.159 @211k
3 | +220µ ESR 0.1 / Rser 0.15 | 1 | 0.581 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.260 @0k | 0.496 | 0.453 @211k | 1.98 @158k | 1.598 | 1.511 @211k
3 | +220µ ESR 0.1 / Rser 0.15 | 2 | 0.595 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.260 @0k | 0.499 | 0.454 @211k | 1.98 @158k | 1.598 | 1.511 @211k
3 | +220µ ESR 0.1 / Rser 0.15 | 3 | 0.606 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.260 @0k | 0.503 | 0.455 @211k | 1.98 @158k | 1.598 | 1.511 @211k
3 | +220µ ESR 0.1 / Rser 0.15 | 4 | 0.614 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.260 @0k | 0.506 | 0.457 @211k | 1.98 @158k | 1.598 | 1.511 @211k
3 | +220µ ESR 0.1 / Rser 0.2 | 1 | 0.502 @158k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.310 @0k | 0.437 | 0.406 @211k | 1.56 @150k | 1.228 | 1.162 @211k
3 | +220µ ESR 0.1 / Rser 0.2 | 2 | 0.509 @158k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.310 @0k | 0.439 | 0.408 @211k | 1.56 @150k | 1.228 | 1.162 @211k
3 | +220µ ESR 0.1 / Rser 0.2 | 3 | 0.515 @158k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.310 @0k | 0.442 | 0.409 @211k | 1.56 @150k | 1.228 | 1.162 @211k
3 | +220µ ESR 0.1 / Rser 0.2 | 4 | 0.519 @158k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.310 @0k | 0.444 | 0.411 @211k | 1.56 @150k | 1.228 | 1.162 @211k
3 | +220µ ESR 0.1 / Rser 0.33 | 1 | 0.430 @126k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.440 @0k | 0.355 | 0.336 @211k | 1.09 @106k | 0.767 | 0.725 @211k
3 | +220µ ESR 0.1 / Rser 0.33 | 2 | 0.431 @133k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.440 @0k | 0.356 | 0.337 @211k | 1.09 @106k | 0.767 | 0.725 @211k
3 | +220µ ESR 0.1 / Rser 0.33 | 3 | 0.432 @133k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.440 @0k | 0.357 | 0.338 @211k | 1.09 @106k | 0.767 | 0.725 @211k
3 | +220µ ESR 0.1 / Rser 0.33 | 4 | 0.433 @133k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.440 @0k | 0.358 | 0.339 @211k | 1.09 @106k | 0.767 | 0.725 @211k
3 | +220µ ESR 0.1 / Rser 0.5 | 1 | 0.561 @21k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.610 @0k | 0.312 | 0.296 @211k | 1.00 @1k | 0.514 | 0.486 @211k
3 | +220µ ESR 0.1 / Rser 0.5 | 2 | 0.559 @21k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.610 @0k | 0.312 | 0.297 @211k | 1.00 @1k | 0.514 | 0.486 @211k
3 | +220µ ESR 0.1 / Rser 0.5 | 3 | 0.557 @21k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.610 @0k | 0.312 | 0.297 @211k | 1.00 @1k | 0.514 | 0.486 @211k
3 | +220µ ESR 0.1 / Rser 0.5 | 4 | 0.556 @21k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.610 @0k | 0.313 | 0.297 @211k | 1.00 @1k | 0.514 | 0.486 @211k
3 | +220µ ESR 0.3 / Rser 0.05 | 1 | 0.972 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.211 @14k | 0.709 | 0.666 @211k | 4.85 @168k | 3.974 | 3.751 @211k
3 | +220µ ESR 0.3 / Rser 0.05 | 2 | 1.132 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.209 @13k | 0.746 | 0.756 @211k | 4.85 @168k | 3.974 | 3.751 @211k
3 | +220µ ESR 0.3 / Rser 0.05 | 3 | 1.226 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.207 @13k | 0.807 | 0.812 @211k | 4.85 @168k | 3.974 | 3.751 @211k
3 | +220µ ESR 0.3 / Rser 0.05 | 4 | 1.287 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.205 @13k | 0.846 | 0.850 @211k | 4.85 @168k | 3.974 | 3.751 @211k
3 | +220µ ESR 0.3 / Rser 0.1 | 1 | 0.693 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.261 @14k | 0.576 | 0.511 @211k | 2.78 @158k | 2.283 | 2.159 @211k
3 | +220µ ESR 0.3 / Rser 0.1 | 2 | 0.739 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.259 @13k | 0.576 | 0.509 @211k | 2.78 @158k | 2.283 | 2.159 @211k
3 | +220µ ESR 0.3 / Rser 0.1 | 3 | 0.770 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.257 @13k | 0.580 | 0.528 @211k | 2.78 @158k | 2.283 | 2.159 @211k
3 | +220µ ESR 0.3 / Rser 0.1 | 4 | 0.793 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.254 @13k | 0.585 | 0.542 @211k | 2.78 @158k | 2.283 | 2.159 @211k
3 | +220µ ESR 0.3 / Rser 0.15 | 1 | 0.561 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.310 @14k | 0.488 | 0.448 @211k | 1.98 @158k | 1.598 | 1.511 @211k
3 | +220µ ESR 0.3 / Rser 0.15 | 2 | 0.580 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.308 @13k | 0.491 | 0.448 @211k | 1.98 @158k | 1.598 | 1.511 @211k
3 | +220µ ESR 0.3 / Rser 0.15 | 3 | 0.594 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.306 @13k | 0.495 | 0.450 @211k | 1.98 @158k | 1.598 | 1.511 @211k
3 | +220µ ESR 0.3 / Rser 0.15 | 4 | 0.605 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.304 @13k | 0.500 | 0.452 @211k | 1.98 @158k | 1.598 | 1.511 @211k
3 | +220µ ESR 0.3 / Rser 0.2 | 1 | 0.487 @158k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.360 @13k | 0.430 | 0.402 @211k | 1.56 @150k | 1.228 | 1.162 @211k
3 | +220µ ESR 0.3 / Rser 0.2 | 2 | 0.498 @158k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.358 @13k | 0.433 | 0.403 @211k | 1.56 @150k | 1.228 | 1.162 @211k
3 | +220µ ESR 0.3 / Rser 0.2 | 3 | 0.506 @158k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.355 @13k | 0.437 | 0.405 @211k | 1.56 @150k | 1.228 | 1.162 @211k
3 | +220µ ESR 0.3 / Rser 0.2 | 4 | 0.512 @158k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.353 @13k | 0.440 | 0.407 @211k | 1.56 @150k | 1.228 | 1.162 @211k
3 | +220µ ESR 0.3 / Rser 0.33 | 1 | 0.445 @21k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.488 @13k | 0.351 | 0.333 @211k | 1.09 @106k | 0.767 | 0.725 @211k
3 | +220µ ESR 0.3 / Rser 0.33 | 2 | 0.439 @21k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.486 @13k | 0.353 | 0.334 @211k | 1.09 @106k | 0.767 | 0.725 @211k
3 | +220µ ESR 0.3 / Rser 0.33 | 3 | 0.432 @21k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.483 @13k | 0.354 | 0.335 @211k | 1.09 @106k | 0.767 | 0.725 @211k
3 | +220µ ESR 0.3 / Rser 0.33 | 4 | 0.429 @133k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.481 @13k | 0.355 | 0.336 @211k | 1.09 @106k | 0.767 | 0.725 @211k
3 | +220µ ESR 0.3 / Rser 0.5 | 1 | 0.602 @21k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.653 @13k | 0.310 | 0.295 @211k | 1.00 @1k | 0.514 | 0.486 @211k
3 | +220µ ESR 0.3 / Rser 0.5 | 2 | 0.596 @21k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.651 @13k | 0.310 | 0.295 @211k | 1.00 @1k | 0.514 | 0.486 @211k
3 | +220µ ESR 0.3 / Rser 0.5 | 3 | 0.590 @21k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.649 @13k | 0.311 | 0.296 @211k | 1.00 @1k | 0.514 | 0.486 @211k
3 | +220µ ESR 0.3 / Rser 0.5 | 4 | 0.584 @21k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.647 @12k | 0.311 | 0.296 @211k | 1.00 @1k | 0.514 | 0.486 @211k
3 | C201 のみ / Rser 0.05 | 1 | 0.931 @178k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.361 @14k | 0.705 | 0.636 @211k | 4.85 @168k | 3.974 | 3.751 @211k
3 | C201 のみ / Rser 0.05 | 2 | 1.104 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.353 @14k | 0.728 | 0.738 @211k | 4.85 @168k | 3.974 | 3.751 @211k
3 | C201 のみ / Rser 0.05 | 3 | 1.209 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.346 @13k | 0.795 | 0.801 @211k | 4.85 @168k | 3.974 | 3.751 @211k
3 | C201 のみ / Rser 0.05 | 4 | 1.275 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.339 @13k | 0.838 | 0.843 @211k | 4.85 @168k | 3.974 | 3.751 @211k
3 | C201 のみ / Rser 0.1 | 1 | 0.670 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.410 @14k | 0.570 | 0.508 @211k | 2.78 @158k | 2.283 | 2.159 @211k
3 | C201 のみ / Rser 0.1 | 2 | 0.724 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.402 @13k | 0.568 | 0.503 @211k | 2.78 @158k | 2.283 | 2.159 @211k
3 | C201 のみ / Rser 0.1 | 3 | 0.760 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.395 @13k | 0.573 | 0.521 @211k | 2.78 @158k | 2.283 | 2.159 @211k
3 | C201 のみ / Rser 0.1 | 4 | 0.785 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.387 @13k | 0.580 | 0.537 @211k | 2.78 @158k | 2.283 | 2.159 @211k
3 | C201 のみ / Rser 0.15 | 1 | 0.547 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.459 @14k | 0.483 | 0.444 @211k | 1.98 @158k | 1.598 | 1.511 @211k
3 | C201 のみ / Rser 0.15 | 2 | 0.570 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.451 @13k | 0.486 | 0.444 @211k | 1.98 @158k | 1.598 | 1.511 @211k
3 | C201 のみ / Rser 0.15 | 3 | 0.587 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.443 @13k | 0.491 | 0.446 @211k | 1.98 @158k | 1.598 | 1.511 @211k
3 | C201 のみ / Rser 0.15 | 4 | 0.599 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.435 @13k | 0.496 | 0.449 @211k | 1.98 @158k | 1.598 | 1.511 @211k
3 | C201 のみ / Rser 0.2 | 1 | 0.477 @168k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.508 @14k | 0.426 | 0.399 @211k | 1.56 @150k | 1.228 | 1.162 @211k
3 | C201 のみ / Rser 0.2 | 2 | 0.490 @158k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.499 @13k | 0.429 | 0.400 @211k | 1.56 @150k | 1.228 | 1.162 @211k
3 | C201 のみ / Rser 0.2 | 3 | 0.500 @158k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.491 @13k | 0.433 | 0.402 @211k | 1.56 @150k | 1.228 | 1.162 @211k
3 | C201 のみ / Rser 0.2 | 4 | 0.507 @158k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.484 @13k | 0.437 | 0.404 @211k | 1.56 @150k | 1.228 | 1.162 @211k
3 | C201 のみ / Rser 0.33 | 1 | 0.473 @21k | L100n R0.01 lo srcA e201=0.05 k=1 | 0.633 @14k | 0.349 | 0.331 @211k | 1.09 @106k | 0.767 | 0.725 @211k
3 | C201 のみ / Rser 0.33 | 2 | 0.458 @21k | L100n R0.01 lo srcA e201=0.05 k=1 | 0.625 @13k | 0.351 | 0.333 @211k | 1.09 @106k | 0.767 | 0.725 @211k
3 | C201 のみ / Rser 0.33 | 3 | 0.444 @21k | L100n R0.01 lo srcA e201=0.05 k=1 | 0.616 @13k | 0.352 | 0.334 @211k | 1.09 @106k | 0.767 | 0.725 @211k
3 | C201 のみ / Rser 0.33 | 4 | 0.433 @21k | L100n R0.01 lo srcA e201=0.05 k=1 | 0.609 @13k | 0.354 | 0.335 @211k | 1.09 @106k | 0.767 | 0.725 @211k
3 | C201 のみ / Rser 0.5 | 1 | 0.618 @21k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.795 @13k | 0.309 | 0.294 @211k | 1.00 @1k | 0.514 | 0.486 @211k
3 | C201 のみ / Rser 0.5 | 2 | 0.604 @21k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.786 @13k | 0.309 | 0.294 @211k | 1.00 @1k | 0.514 | 0.486 @211k
3 | C201 のみ / Rser 0.5 | 3 | 0.592 @21k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.778 @13k | 0.310 | 0.295 @211k | 1.00 @1k | 0.514 | 0.486 @211k
3 | C201 のみ / Rser 0.5 | 4 | 0.582 @21k | L300n R0.01 lo srcA e201=0.05 k=1 | 0.770 @13k | 0.311 | 0.295 @211k | 1.00 @1k | 0.514 | 0.486 @211k
